"","Var1","Freq","rel"
"24569","genoot",0,0
"24570","genoote",0,0
"24571","genootschap",0,0
"24572","genoraen",0,0
"24573","genot",0,0
"24574","genoteerd",0,0
"24575","genoteerden",0,0
"24576","genoten",0,0
"24577","genoter",0,0
"24578","genotf",0,0
"24579","genotvolle",0,0
"24580","genpaaruen",0,0
"24581","genre",0,0
"24582","genres",0,0
"24583","gens",0,0
"24584","genspark",0,0
"24585","gent",0,0
"24586","gentbrugge",0,0
"24587","genten",0,0
"24588","gentlemen",0,0
"24589","gentlrugge",0,0
"24590","gentpark",0,0
"24591","gents",0,0
"24592","genu",0,0
"24593","genua",0,0
"24594","genuegga",0,0
"24595","genui",0,0
"24596","genummerd",0,0
"24597","genummerde",0,0
"24598","genuttigd",0,0
"24599","genvligljjk",0,0
"24600","genwater",0,0
"24601","genwoordiger",0,0
"24602","gen—z",0,0
"24603","geo",0,0
"24604","geoae",0,0
"24605","geoc",0,0
"24606","geocctipeei",0,0
"24607","geoccupeeid",0,0
"24608","geoccupeerd",0,0
"24609","geoccupoerd",0,0
"24610","geocht",0,0
"24611","geoct",0,0
"24612","geoctroieerd",0,0
"24613","geoctrooieerd",0,0
"24614","geoefend",0,0
"24615","geoefendhuur",0,0
"24616","geöffnet",0,0
"24617","geoft",0,0
"24618","geographical",0,0
"24619","geohik",0,0
"24620","geokg",0,0
"24621","geoliedo",0,0
"24622","geomini",0,0
"24623","geomnj",0,0
"24624","geone",0,0
"24625","geoombineerd",0,0
"24626","geoon",0,0
"24627","geoons",0,0
"24628","geoordeeld",0,0
"24629","geoorzien",0,0
"24630","geoote",0,0
"24631","geope",0,0
"24632","geopenden",0,0
"24633","geopendi",0,0
"24634","geopereerd",0,0
"24635","geopeud",0,0
"24636","geopmnd",0,0
"24637","geopond",0,0
"24638","geopsnd",0,0
"24639","georg",0,0
"24640","georganiseerd",0,0
"24641","george",0,0
"24642","georges",0,0
"24643","geornementlijst",0,0
"24644","geothe",0,0
"24645","gep",0,0
"24646","gepaiakt",0,0
"24647","gepakt",0,0
"24648","gepasp",0,0
"24649","gepasporteerd",0,0
"24650","gepasporteerde",0,0
"24651","gepasseerd",0,0
"24652","gepatenteerd",0,0
"24653","gepeïoneerd",0,0
"24654","gepenrawnneerd",0,0
"24655","gepens",0,0
"24656","gépens",0,0
"24657","gepensioneerde",0,0
"24658","gepensioneerden",0,0
"24659","gepensionneerd",0,0
"24660","geperforeerde",0,0
"24661","geperkt",0,0
"24662","geperst",0,0
"24663","geperste",0,0
"24664","gephatst",0,0
"24665","gepiaab",0,0
"24666","gepiaatst",0,0
"24667","gepieten",0,0
"24668","gepit",0,0
"24669","gepl",0,0
"24670","gepla",0,0
"24671","geplaafctwör",0,0
"24672","geplaatsffn",0,0
"24673","geplaatsten",0,0
"24674","geplaatstin",0,0
"24675","geplaatstineen",0,0
"24676","geplaatstr",0,0
"24677","geplaatstsalarisgeenverèischte",0,0
"24678","geplaatstworden",0,0
"24679","geplaatstwördenadres",0,0
"24680","geplaatstworiien",0,0
"24681","geplaatt",0,0
"24682","geplaf",0,0
"24683","geplafoneerd",0,0
"24684","geplafoneexd",0,0
"24685","geplafonefd",0,0
"24686","geplailst",0,0
"24687","geplakt",0,0
"24688","geplantst",0,0
"24689","geplaratst",0,0
"24690","geplautst",0,0
"24691","geplextern",0,0
"24692","gepolijst",0,0
"24693","gepolijste",0,0
"24694","gepolijsten",0,0
"24695","gepolitoerde",0,0
"24696","geposeerden",0,0
"24697","geprefereerd",0,0
"24698","gepresenteerd",0,0
"24699","gepresenteerde",0,0
"24700","geproefd",0,0
"24701","geps",0,0
"24702","gepsnionneerd",0,0
"24703","geptasstst",0,0
"24704","gepubliceerde",0,0
"24705","ger",0,0
"24706","gér",0,0
"24707","geraakt",0,0
"24708","geraasmakende",0,0
"24709","geraasmatnde",0,0
"24710","geradt",0,0
"24711","geradts",0,0
"24712","geradtsitcomp",0,0
"24713","geraffineerd",0,0
"24714","geragd",0,0
"24715","gerahdus",0,0
"24716","geraken",0,0
"24717","gerangschikt",0,0
"24718","gèrani",0,0
"24719","geranium",0,0
"24720","gerant",0,0
"24721","gérant",0,0
"24722","gerard",0,0
"24723","gerarda",0,0
"24724","gerardina",0,0
"24725","gerardus",0,0
"24726","gerber",0,0
"24727","gerbrand",0,0
"24728","gerbrands",0,0
"24729","gercform",0,0
"24730","gerchikt",0,0
"24731","gercstigdo",0,0
"24732","gerdes",0,0
"24733","gerdingh",0,0
"24734","gere",0,0
"24735","gerecht",0,0
"24736","gerechtigden",0,0
"24737","gered",0,0
"24738","gereden",0,0
"24739","geredigeerd",0,0
"24740","gereduceerd",0,0
"24741","gereede",0,0
"24742","gereedschap",0,0
"24743","gereedschappen",0,0
"24744","gereedsobap",0,0
"24745","gereenten",0,0
"24746","geref",0,0
"24747","gereflecteerd",0,0
"24748","gereformeer",0,0
"24749","geregardeerd",0,0
"24750","geregelden",0,0
"24751","geregelds",0,0
"24752","geregistreerd",0,0
"24753","gerei",0,0
"24754","gereiid",0,0
"24755","gereisd",0,0
"24756","gerekend",0,0
"24757","geren",0,0
"24758","gerende",0,0
"24759","gerenoimeeröb",0,0
"24760","gerenom",0,0
"24761","gerenomeerde",0,0
"24762","gerenommaerrte",0,0
"24763","gerenommeerden",0,0
"24764","gerenomuieevdsteheenconiectiehuizen",0,0
"24765","gerepareerd",0,0
"24766","gerepareerde",0,0
"24767","gerepelde",0,0
"24768","gereserveerd",0,0
"24769","geresideerd",0,0
"24770","gerestaureerd",0,0
"24771","gerestaureerde",0,0
"24772","geretordüerden",0,0
"24773","geretourneerd",0,0
"24774","gerformeerde",0,0
"24775","gerh",0,0
"24776","gerhard",0,0
"24777","gerheer",0,0
"24778","gerhozid",0,0
"24779","gerhs",0,0
"24780","geriagen",0,0
"24781","geribd",0,0
"24782","gericht",0,0
"24783","gerichtsschreibergehülfe",0,0
"24784","gerief",0,0
"24785","geriefelijkheden",0,0
"24786","geriefeljjkheden",0,0
"24787","geriëfetijk",0,0
"24788","geriefeujkheden",0,0
"24789","gerievak",0,0
"24790","gerieve",0,0
"24791","gerin",0,0
"24792","geringbr",0,0
"24793","geringen",0,0
"24794","geringenhuurprys",0,0
"24795","geringenjprijs",0,0
"24796","geringeprijs",0,0
"24797","geringev",0,0
"24798","geriofelijkbeden",0,0
"24799","gerirg",0,0
"24800","gerirude",0,0
"24801","geriskte",0,0
"24802","gerit",0,0
"24803","gerke",0,0
"24804","gerkesklooster",0,0
"24805","gerketsen",0,0
"24806","gerlaghecle",0,0
"24807","gerlijke",0,0
"24808","gerlings",0,0
"24809","gerlogenteut",0,0
"24810","german",0,0
"24811","germania",0,0
"24812","germenschen",0,0
"24813","gern",0,0
"24814","gerodtin",0,0
"24815","geroemd",0,0
"24816","geroeub",0,0
"24817","gerofttte",0,0
"24818","gerolg",0,0
"24819","gerontineerd",0,0
"24820","geroobte",0,0
"24821","gerookt",0,0
"24822","geroomde",0,0
"24823","geroot",0,0
"24824","gerou",0,0
"24825","geroutic",0,0
"24826","geroutin",0,0
"24827","geroutineerden",0,0
"24828","geroutineord",0,0
"24829","geroutinserden",0,0
"24830","gerraa„d",0,0
"24831","gerraal",0,0
"24832","gerra«gd",0,0
"24833","gerrebrands",0,0
"24834","gerretjsen",0,0
"24835","gerretsen",0,0
"24836","gerreviik",0,0
"24837","gerrevink",0,0
"24838","gerrit",0,0
"24839","gerrits",0,0
"24840","gerritsen",0,0
"24841","gerroeders",0,0
"24842","gerrteente",0,0
"24843","gersom",0,0
"24844","gerst",0,0
"24845","gerstr",0,0
"24846","gerth",0,0
"24847","geruiiuen",0,0
"24848","geruild",0,0
"24849","geruiten",0,0
"24850","gerust",0,0
"24851","gerustheid",0,0
"24852","gervaagd",0,0
"24853","gervaaqd",0,0
"24854","gerve",0,0
"24855","gery",0,0
"24856","ges",0,0
"24857","gesaeaagd",0,0
"24858","gesalarieerde",0,0
"24859","gesar",0,0
"24860","gesbel",0,0
"24861","gescbikt",0,0
"24862","gescbiktvoor",0,0
"24863","gesch",0,0
"24864","geschaard",0,0
"24865","geschafte",0,0
"24866","geschatte",0,0
"24867","gescheiden",0,0
"24868","geschenk",0,0
"24869","geschenken",0,0
"24870","geschetst",0,0
"24871","geschied",0,0
"24872","geschiedecde",0,0
"24873","geschieden",0,0
"24874","geschiedende",0,0
"24875","geschiedenis",0,0
"24876","geschiedenissen",0,0
"24877","geschiedt",0,0
"24878","géschiedt",0,0
"24879","geschiiuerd",0,0
"24880","geschik",0,0
"24881","geschikheid",0,0
"24882","geschikth",0,0
"24883","geschiktheid",0,0
"24884","geschiktïli",0,0
"24885","geschiktlvoor",0,0
"24886","geschiktom",0,0
"24887","geschil",0,0
"24888","geschil®",0,0
"24889","geschilderd",0,0
"24890","geschilderde",0,0
"24891","geschilit",0,0
"24892","geschkt",0,0
"24893","geschokt",0,0
"24894","geschonkdn",0,0
"24895","geschonken",0,0
"24896","geschr",0,0
"24897","geschretën",0,0
"24898","geschrevenbr",0,0
"24899","geschrevene",0,0
"24900","geschriften",0,0
"24901","geschubton",0,0
"24902","geschutzt",0,0
"24903","geschuurd",0,0
"24904","gescliriften",0,0
"24905","gesclllbt",0,0
"24906","gesclükt",0,0
"24907","gescwkt",0,0
"24908","gesd",0,0
"24909","geseh",0,0
"24910","gesehieden",0,0
"24911","geseld",0,0
"24912","gesellschaft",0,0
"24913","geselschap",0,0
"24914","gesetzl",0,0
"24915","geseven",0,0
"24916","gesieesliïblltllar",0,0
"24917","gesin",0,0
"24918","gesitueerd",0,0
"24919","geslacht",0,0
"24920","geslachte",0,0
"24921","geslachtsnaam",0,0
"24922","geslagen",0,0
"24923","geslai",0,0
"24924","gesleten",0,0
"24925","geslicht",0,0
"24926","gesloopte",0,0
"24927","geslopen",0,0
"24928","gesloteo",0,0
"24929","gesm",0,0
"24930","gesmolten",0,0
"24931","gesneden",0,0
"24932","gesneld",0,0
"24933","gesöcht",0,0
"24934","gesohenken",0,0
"24935","gesohikt",0,0
"24936","gésohikt",0,0
"24937","gesohreven",0,0
"24938","gesolliaohaft",0,0
"24939","gesoni",0,0
"24940","gesonthijt",0,0
"24941","gesorteerd",0,0
"24942","gespeeld",0,0
"24943","gespen",0,0
"24944","gespleten",0,0
"24945","gesplitst",0,0
"24946","gesponnen",0,0
"24947","gesprek",0,0
"24948","gesprokene",0,0
"24949","gesrhikt",0,0
"24950","geßtort",0,0
"24951","gest",0,0
"24952","gestaafd",0,0
"24953","gestaakt",0,0
"24954","gestaan",0,0
"24955","gestalte",0,0
"24956","gestand",0,0
"24957","geste",0,0
"24958","gestegen",0,0
"24959","gesteia",0,0
"24960","gestel",0,0
"24961","gesteld",0,0
"24962","gesteldheid",0,0
"24963","gestellen",0,0
"24964","gestellten",0,0
"24965","gestemd",0,0
"24966","gestempeld",0,0
"24967","gesterkt",0,0
"24968","gesteund",0,0
"24969","gesticht",0,0
"24970","gestichte",0,0
"24971","gestichten",0,0
"24972","gestikt",0,0
"24973","gestioht",0,0
"24974","gestoff",0,0
"24975","gestoffeerd",0,0
"24976","gestoffeerde■",0,0
"24977","gestoken",0,0
"24978","gestold",0,0
"24979","gestolen",0,0
"24980","gestookt",0,0
"24981","gestort",0,0
"24982","gestorven",0,0
"24983","gestr",0,0
"24984","gestraft",0,0
"24985","gestreept",0,0
"24986","gestremd",0,0
"24987","gestukadoord",0,0
"24988","gesucht",0,0
"24989","get",0,0
"24990","geta",0,0
"24991","getal",0,0
"24992","getale",0,0
"24993","getallen",0,0
"24994","gètallen",0,0
"24995","getalletje",0,0
"24996","getaouw",0,0
"24997","getaxeerd",0,0
"24998","get»chle",0,0
"24999","geteckend",0,0
"25000","geteekend",0,0
"25001","geteekende",0,0
"25002","geteeld",0,0
"25003","geteele",0,0
"25004","getef",0,0
"25005","geteliciteerd",0,0
"25006","getestigd",0,0
"25007","getfcjfen",0,0
"25008","getfoten",0,0
"25009","getfßmtr",0,0
"25010","getij",0,0
"25011","getijgerd",0,0
"25012","getijgerde",0,0
"25013","getimmerd",0,0
"25014","getimmerten",0,0
"25015","getiouvd",0,0
"25016","getitel",0,0
"25017","getjuigen",0,0
"25018","getlöoloooooo",0,0
"25019","getn",0,0
"25020","getnigea",0,0
"25021","getnigen",0,0
"25022","getnigrehriften",0,0
"25023","getnigschriften",0,0
"25024","getnofongem",0,0
"25025","getoaagd",0,0
"25026","getochte",0,0
"25027","getogen",0,0
"25028","getoigen",0,0
"25029","getondheidstentoomisuing",0,0
"25030","getoond",0,0
"25031","getreden",0,0
"25032","getroefd",0,0
"25033","getrokken",0,0
"25034","getroosten",0,0
"25035","getrouwd",0,0
"25036","getruffeerde",0,0
"25037","getschr",0,0
"25038","getteld",0,0
"25039","gettfigen",0,0
"25040","gettrag",0,0
"25041","getugen",0,0
"25042","getui",0,0
"25043","gétui",0,0
"25044","getüi",0,0
"25045","getuiaen",0,0
"25046","getuievoordien",0,0
"25047","getuifen",0,0
"25048","getuig",0,0
"25049","getuigachnft",0,0
"25050","getuigan",0,0
"25051","getuige",0,0
"25052","getuigechnftentaan",0,0
"25053","getuigei",0,0
"25054","getuigen",0,0
"25055","getuigenadres",0,0
"25056","getuigend",0,0
"25057","getuigenis",0,0
"25058","getuigenissen",0,0
"25059","getuigenjvereischtényjr",0,0
"25060","getuigenllzag",0,0
"25061","getuigenspreekuur",0,0
"25062","getuigenve",0,0
"25063","getuigenvoorzien",0,0
"25064","getuigenvoreischten",0,0
"25065","getuigenyoorf",0,0
"25066","getuigeri",0,0
"25067","getuigfn",0,0
"25068","getuigscbiiften",0,0
"25069","getuigschiften",0,0
"25070","getuigschr",0,0
"25071","getuigschrfr",0,0
"25072","getuigschrift",0,0
"25073","getuigschriften",0,0
"25074","getuigschriftenocnoodig",0,0
"25075","getuigschriftenof",0,0
"25076","getuigschriftenoomen",0,0
"25077","getuigsn",0,0
"25078","getuigt",0,0
"25079","getuigtkstgorzien",0,0
"25080","getuij",0,0
"25081","getuir",0,0
"25082","getuischrif",0,0
"25083","getut",0,0
"25084","getvert",0,0
"25085","geuees",0,0
"25086","geueest",0,0
"25087","geueraalagot",0,0
"25088","geüet",0,0
"25089","geuialen",0,0
"25090","geul",0,0
"25091","geül",0,0
"25092","geun",0,0
"25093","geuoemde",0,0
"25094","geuomen",0,0
"25095","geuouw",0,0
"25096","geuöuw",0,0
"25097","geur",0,0
"25098","geuren",0,0
"25099","geurigheid",0,0
"25100","geurlgheld",0,0
"25101","geurts",0,0
"25102","geus",0,0
"25103","geus—daalder",0,0
"25104","geustenbebgeb",0,0
"25105","geuütonjiiiißd",0,0
"25106","geuzen",0,0
"25107","geuzenpakket",0,0
"25108","gev",0,0
"25109","gevaagd",0,0
"25110","gevaar",0,0
"25111","gevaarlooze",0,0
"25112","gevabd",0,0
"25113","gevaceerd",0,0
"25114","geval",0,0
"25115","gevallen",0,0
"25116","gevangenen",0,0
"25117","gevangenis",0,0
"25118","gevangenissen",0,0
"25119","gevaren",0,0
"25120","gevat",0,0
"25121","gevbaagd",0,0
"25122","gevbaagü",0,0
"25123","gevcsiigd",0,0
"25124","gevea",0,0
"25125","gevechten",0,0
"25126","geveegd",0,0
"25127","geveetigd",0,0
"25128","gevegen",0,0
"25129","geveild",0,0
"25130","geveilde",0,0
"25131","geveitigd",0,0
"25132","gevelbreedte",0,0
"25133","gevelde",0,0
"25134","geven",0,0
"25135","gevenda",0,0
"25136","gevende",0,0
"25137","gevenomde",0,0
"25138","gever",0,0
"25139","geverfd",0,0
"25140","gevernist",0,0
"25141","gevers",0,0
"25142","geves",0,0
"25143","gevesiigd",0,0
"25144","geveß",0,0
"25145","gevestigd",0,0
"25146","gevestigden",0,0
"25147","gevestlgd",0,0
"25148","gevetstigü",0,0
"25149","geveu",0,0
"25150","gevfiaagd",0,0
"25151","gevfra",0,0
"25152","geviaagd",0,0
"25153","geviiaagd",0,0
"25154","gëviiaagd",0,0
"25155","gevilesiteert",0,0
"25156","gevimagi",0,0
"25157","gevita",0,0
"25158","gevitaagd",0,0
"25159","gevitaagi",0,0
"25160","gevjelaacrd",0,0
"25161","gevjraagl",0,0
"25162","gevkaagd",0,0
"25163","gëvkaagüt",0,0
"25164","gevkiksl",0,0
"25165","gevlechte",0,0
"25166","gevlekt©",0,0
"25167","gevlekten",0,0
"25168","gevloohten",0,0
"25169","gevnns",0,0
"25170","gevoa",0,0
"25171","gevoe",0,0
"25172","gevoeƒ",0,0
"25173","gevoegd",0,0
"25174","gevoegde",0,0
"25175","gevoei",0,0
"25176","gevoel",0,0
"25177","gevoelen",0,0
"25178","gevoell",0,0
"25179","gevoelt",0,0
"25180","gevoerd",0,0
"25181","gevoerdensjarlge",0,0
"25182","gevoet",0,0
"25183","gevoeünden",0,0
"25184","gevogelte",0,0
"25185","gevoiderd",0,0
"25186","gevolde",0,0
"25187","gevolg",0,0
"25188","gevolgd",0,0
"25189","gevolgde",0,0
"25190","gevolge",0,0
"25191","gevolgen",0,0
"25192","gevolgo",0,0
"25193","gevolgon",0,0
"25194","gevomprimee",0,0
"25195","gevonden",0,0
"25196","gevoord",0,0
"25197","gevord",0,0
"25198","gevorden",0,0
"25199","gevorderd",0,0
"25200","gevorderden",0,0
"25201","gevorderdeni",0,0
"25202","gevorderdenleeityd",0,0
"25203","gevostigd",0,0
"25204","gevotderden",0,0
"25205","gevouwen",0,0
"25206","gevr",0,0
"25207","gevra",0,0
"25208","gevraa",0,0
"25209","gevraaagd",0,0
"25210","gevraabd",0,0
"25211","gevraag",0,0
"25212","gevraaga",0,0
"25213","£gevraagavilb",0,0
"25214","gevraagc",0,0
"25215","gevraagcl",0,0
"25216","gevraagd",0,0
"25217","■gevraagd",0,0
"25218","gevraag«d",0,0
"25219","gevraagd■",0,0
"25220","gevraagda",0,0
"25221","gevraagdak",0,0
"25222","gevraagdbfin",0,0
"25223","gevraagdbrtr",0,0
"25224","gevraagddoor",0,0
"25225","gevraagdeen",0,0
"25226","gevraagdeene",0,0
"25227","gevraagdeeneßc",0,0
"25228","gevraagden",0,0
"25229","gevraagdfebruari",0,0
"25230","gevraagdi",0,0
"25231","gevraagdj",0,0
"25232","gevraagdjvoor",0,0
"25233","gevraagdlemand",0,0
"25234","gevraagdliefst",0,0
"25235","gevraagdmn",0,0
"25236","gevraagdqx",0,0
"25237","gevraagdr",0,0
"25238","gevraagds",0,0
"25239","gevraagdt",0,0
"25240","gevraagdtrdttzummeb",0,0
"25241","gevraagdv■■■",0,0
"25242","gevraagdvf",0,0
"25243","gevraagékeen",0,0
"25244","gevraagfd",0,0
"25245","gevraagfl",0,0
"25246","gevraagil",0,0
"25247","gevraagireen",0,0
"25248","gevraagjb®",0,0
"25249","gevraagl",0,0
"25250","gevraagrtl",0,0
"25251","gevraagt",0,0
"25252","gevraagti",0,0
"25253","gevraagtopllmei",0,0
"25254","gevraaird",0,0
"25255","gevraaiu",0,0
"25256","gevraaj",0,0
"25257","gevraap",0,0
"25258","gevraaqd",0,0
"25259","gevraart",0,0
"25260","gevraasd",0,0
"25261","gevraaüf",0,0
"25262","gevragd",0,0
"25263","gevraigd",0,0
"25264","gevraisgd",0,0
"25265","gevrangd",0,0
"25266","gevrapgd",0,0
"25267","gevrasgd",0,0
"25268","gevrasgdpeen",0,0
"25269","gevrasigd",0,0
"25270","gevrat",0,0
"25271","gevraugd",0,0
"25272","gevrawdfiij",0,0
"25273","gevrensehte",0,0
"25274","gevr»»gd",0,0
"25275","gevri",0,0
"25276","gevriaiid",0,0
"25277","gevrijwaard",0,0
"25278","gevrmgd",0,0
"25279","gevrnagd",0,0
"25280","gevrned",0,0
"25281","gevrragd",0,0
"25282","gevrvagd",0,0
"25283","gevt",0,0
"25284","gevttaagd",0,0
"25285","gevxaagd",0,0
"25286","gew",0,0
"25287","gewaagd",0,0
"25288","gewaagt",0,0
"25289","gewaaid",0,0
"25290","gewaar",0,0
"25291","gewaarborg",0,0
"25292","gewaarborgd",0,0
"25293","gewaarborgde",0,0
"25294","gewaardeerde",0,0
"25295","gewaarschuwd",0,0
"25296","gewacbt",0,0
"25297","gewacht",0,0
"25298","gewaltig",0,0
"25299","gewas",0,0
"25300","gewaschte",0,0
"25301","gewasscben",0,0
"25302","gewasschen",0,0
"25303","gewassen",0,0
"25304","gewasslieu",0,0
"25305","gewaste",0,0
"25306","gewastlederen",0,0
"25307","gewatteefde",0,0
"25308","gewatteerd",0,0
"25309","gewbver",0,0
"25310","geweeat",0,0
"25311","geween",0,0
"25312","geweermaker",0,0
"25313","geweert",0,0
"25314","geweesb",0,0
"25315","geweigerd",0,0
"25316","geweiiheid",0,0
"25317","geweld",0,0
"25318","geweldig",0,0
"25319","gewen",0,0
"25320","gewenden",0,0
"25321","gewenecht",0,0
"25322","gewennen",0,0
"25323","gewenscbt",0,0
"25324","gewenscht",0,0
"25325","gewenschtc",0,0
"25326","gewenschte",0,0
"25327","gewensclite",0,0
"25328","gewerkt",0,0
"25329","gewerkte",0,0
"25330","gewesen",0,0
"25331","gewesschte",0,0
"25332","gewest",0,0
"25333","gewesten",0,0
"25334","gewestgenooten",0,0
"25335","geweten",0,0
"25336","geweven",0,0
"25337","gewi",0,0
"25338","gewicht",0,0
"25339","gewichten",0,0
"25340","gewiide",0,0
"25341","gewijd",0,0
"25342","gewijzigd",0,0
"25343","gewijzigel",0,0
"25344","gewild",0,0
"25345","gewilds",0,0
"25346","gewill",0,0
"25347","gewisseld",0,0
"25348","gewoce",0,0
"25349","gewoed",0,0
"25350","gewoged",0,0
"25351","gewokte",0,0
"25352","gewona",0,0
"25353","gewonneij",0,0
"25354","gewonnen",0,0
"25355","gewoond",0,0
"25356","gewoonl",0,0
"25357","gewoonlijk",0,0
"25358","gewoonte",0,0
"25359","gewoonten",0,0
"25360","geworden",0,0
"25361","gewordt",0,0
"25362","gewozen",0,0
"25363","gewreven",0,0
"25364","gewrichten",0,0
"25365","gewrichtziokte",0,0
"25366","gewrochte",0,0
"25367","gewsndter",0,0
"25368","gewtmd",0,0
"25369","gewud",0,0
"25370","gexonden",0,0
"25371","gexplmn",0,0
"25372","geya",0,0
"25373","geybaagd",0,0
"25374","geybagd",0,0
"25375","geyqstigdé",0,0
"25376","geyraagd",0,0
"25377","geyraamr",0,0
"25378","geyxaagd",0,0
"25379","gez",0,0
"25380","gëz",0,0
"25381","gezaagd",0,0
"25382","gezaagde",0,0
"25383","gezag",0,0
"25384","gezagv",0,0
"25385","gezagvoerder",0,0
"25386","gezamanl",0,0
"25387","gezamelijke",0,0
"25388","gezamenl",0,0
"25389","gezamentlijk",0,0
"25390","gezangen",0,0
"25391","gezeefde",0,0
"25392","gezegd",0,0
"25393","gezegeld",0,0
"25394","gezegelde",0,0
"25395","gezegenden",0,0
"25396","gezeild",0,0
"25397","gezel",0,0
"25398","gezelle",0,0
"25399","gezelligen",0,0
"25400","gezelscbapsreizen",0,0
"25401","gezelschap",0,0
"25402","gezelschappen",0,0
"25403","gezelschapsdame",0,0
"25404","gezelschapsjuffrouw",0,0
"25405","gezelschapsreis",0,0
"25406","gezelschapsrekening",0,0
"25407","gezelseh",0,0
"25408","gezelsehapjuffrouw",0,0
"25409","gezelsehapsreizen",0,0
"25410","gezet",0,0
"25411","gezetelde",0,0
"25412","gezeten",0,0
"25413","gezfl",0,0
"25414","gezfn",0,0
"25415","gezi",0,0
"25416","gezia",0,0
"25417","gezicht",0,0
"25418","gezichte",0,0
"25419","gezichten",0,0
"25420","gezichtmaskers",0,0
"25421","gezichtsvermogen",0,0
"25422","gezien",0,0
"25423","gezifte",0,0
"25424","gezil",0,0
"25425","gezin",0,0
"25426","gézin",0,0
"25427","gezinadres",0,0
"25428","■gezinadres",0,0
"25429","gezinadreswitte",0,0
"25430","gezindten",0,0
"25431","gezingehuwde",0,0
"25432","gezini",0,0
"25433","gezinmet",0,0
"25434","gezinnen",0,0
"25435","gezinovermaas",0,0
"25436","gezip",0,0
"25437","geziu",0,0
"25438","géziu",0,0
"25439","gezm",0,0
"25440","gezn",0,0
"25441","gezochtt",0,0
"25442","gezoclit",0,0
"25443","gezoftj",0,0
